year,experiment,source,rep,date,location,species,frequency,behaviour,inititals,citation_DOI
2020,balcony birdwatching,full,1,10/13/2020,Holditch Street,Agelaius phoeniceus,3,flying,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/13/2020,Holditch Street,Agelaius phoeniceus,4,flying,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/13/2020,Holditch Street,Agelaius phoeniceus,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/16/2020,High Park,Aix spinosa,4,swimming,AB,https://doi.org/10.6084/m9.figshare.13126829.v1
2020,balcony birdwatching,full,1,10/9/2020,Vaughan,Anas platyrhynchos,4,flying,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/9/2020,Vaughan,Anas platyrhynchos,6,flying,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/9/2020,Vaughan,Anas platyrhynchos,9,flying,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/9/2020,Vaughan,Anas platyrhynchos,10,flying,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/9/2020,Vaughan,Anas platyrhynchos,2,inactive,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/9/2020,Vaughan,Anas platyrhynchos,2,inactive,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/9/2020,Vaughan,Anas platyrhynchos,3,inactive,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/9/2020,Vaughan,Anas platyrhynchos,3,inactive,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/9/2020,Vaughan,Anas platyrhynchos,3,inactive,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/9/2020,Vaughan,Anas platyrhynchos,4,inactive,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/9/2020,Vaughan,Anas platyrhynchos,5,inactive,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/9/2020,Mackenzie Glen Park,Anas platyrhynchos,8,inactive,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,1,10/8/2020,Fred Young Park,Anas platyrhynchos,2,swimming,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,pilot,1,9/17/2020,"Gardenbrook Trail, north entrance",Anas platyrhynchos,7,swimming,NJ,https://doi.org/10.6084/m9.figshare.13030703.v1
2020,balcony birdwatching,pilot,1,9/18/2020,Mackenzie Glen Park,Anas platyrhynchos,15,swimming,AG,https://doi.org/10.6084/m9.figshare.13030985.v1
2020,balcony birdwatching,pilot,1,9/25/2020,"Davos & Pinevalley Pond, Vaughan",Anas platyrhynchos,6,walking,TA,https://doi.org/10.6084/m9.figshare.13031138.v1
2020,balcony birdwatching,pilot,1,9/18/2020,York University,Ardea herodias,2,foraging,EW,https://figshare.com/s/9ee1a3cebe33969b62f9
2020,balcony birdwatching,full,1,10/9/2020,Vaughan,Branta canadensis,15,flying,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,9/25/2020,Bellchase Lake,Branta canadensis,7,swimming,NJ,https://figshare.com/s/49330855fbcafeb1ba0c
2020,balcony birdwatching,full,1,10/13/2020,Cityview pond,Branta canadensis,28,swimming,EW,https://figshare.com/s/b51056871ca557be04bc
2020,balcony birdwatching,full,1,10/8/2020,Fred Young Park,Cardinalis cardinalis,1,foraging,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,pilot,1,9/19/2020,Holditch St Bracebridge,Cardinalis cardinalis,1,perching,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,full,1,10/14/2020,Holditch Street,Catharus guttatus,1,flying,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/14/2020,Holditch Street,Catharus guttatus,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/18/2020,Fred Young Park,Corvus brachyrhynchos,1,flying,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/20/2020,Fred Young Park,Corvus brachyrhynchos,1,flying,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,pilot,1,9/19/2020,Holditch St Bracebridge,Corvus brachyrhynchos,1,flying,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,1,9/19/2020,Holditch St Bracebridge,Corvus brachyrhynchos,1,flying,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,full,1,10/9/2020,Holditch Street,Corvus brachyrhynchos,1,flying,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/13/2020,Holditch Street,Corvus brachyrhynchos,1,flying,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/13/2020,Holditch Street,Corvus brachyrhynchos,1,flying,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/14/2020,Holditch Street,Corvus brachyrhynchos,1,flying,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/19/2020,Fred Young Park,Corvus brachyrhynchos,2,flying,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/13/2020,Holditch Street,Corvus brachyrhynchos,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/13/2020,Holditch Street,Corvus brachyrhynchos,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/9/2020,Holditch Street,Cyanocitta cristata,1,flying,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/12/2020,Holditch Street,Cyanocitta cristata,1,flying,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/13/2020,Holditch Street,Cyanocitta cristata,1,flying,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/14/2020,Holditch Street,Cyanocitta cristata,1,flying,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/14/2020,Holditch Street,Cyanocitta cristata,1,flying,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,pilot,1,9/19/2020,Holditch St Bracebridge,Cyanocitta cristata,1,foraging,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,1,9/19/2020,Holditch St Bracebridge,Cyanocitta cristata,1,foraging,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,full,1,10/12/2020,Holditch Street,Cyanocitta cristata,1,foraging,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/14/2020,Holditch Street,Cyanocitta cristata,1,foraging,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/5/2020,Brampton,Cyanocitta cristata,2,foraging,KB,https://doi.org/10.6084/m9.figshare.13126832.v1
2020,balcony birdwatching,pilot,1,9/18/2020,Bathurst State Park,Cyanocitta cristata,4,intraspecific interaction,SR,https://doi.org/10.6084/m9.figshare.13030895.v1
2020,balcony birdwatching,full,1,10/18/2020,Fred Young Park,Cyanocitta cristata,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/14/2020,Holditch Street,Cyanocitta cristata,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/12/2020,Holditch Street,Cyanocitta cristata,3,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,pilot,1,9/26/2020,High Park,Dryobates pubescens,2,foraging,AB,https://doi.org/10.6084/m9.figshare.13023131.v1
2020,balcony birdwatching,pilot,1,9/19/2020,Holditch St Bracebridge,Dryocopus pileatus,1,flying,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,full,1,10/9/2020,Holditch Street,Icterus galbula,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,pilot,1,9/19/2020,Holditch St Bracebridge,Larus argentatus,1,flying,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,full,1,10/15/2020,800 Bancroft Dr,Larus argentatus,12,none,YM,https://doi.org/10.6084/m9.figshare.13125170.v3
2020,balcony birdwatching,full,1,10/8/2020,Fred Young Park,Larus delawarensis,1,flying,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/20/2020,Fred Young Park,Larus delawarensis,1,flying,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/13/2020,Holditch Street,Larus delawarensis,1,flying,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/19/2020,Fred Young Park,Molothrus ater,1,flying,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/8/2020,Fred Young Park,Molothrus ater,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/8/2020,Fred Young Park,Molothrus ater,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/18/2020,Fred Young Park,Molothrus ater,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/20/2020,Coonnie Cres,none,0,none,SR,https://doi.org/10.6084/m9.figshare.13126349.v1
2020,balcony birdwatching,full,1,10/16/2020,Barrie,none,2,none,AE,https://doi.org/10.6084/m9.figshare.13125479.v1
2020,balcony birdwatching,full,1,10/20/2020,Bathurst State Park,none,2,none,SR,https://doi.org/10.6084/m9.figshare.13126349.v1
2020,balcony birdwatching,full,1,10/12/2020,High Park,none,3,none,AA,https://figshare.com/s/1bd7dc8ba136bc2be626
2020,balcony birdwatching,full,1,10/8/2020,Fred Young Park,Passer domesticus,2,flying,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/18/2020,Fred Young Park,Passer domesticus,2,flying,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/19/2020,Fred Young Park,Passer domesticus,3,flying,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/20/2020,Fred Young Park,Passer domesticus,3,flying,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/18/2020,Fred Young Park,Passer domesticus,4,flying,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,pilot,1,9/16/2020,Bathurst State Park,Passer domesticus,14,flying,SR,https://doi.org/10.6084/m9.figshare.13030895.v1
2020,balcony birdwatching,full,1,10/8/2020,Fred Young Park,Passer domesticus,1,foraging,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,pilot,1,9/19/2020,Holditch St Bracebridge,Passer domesticus,1,foraging,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,full,1,10/14/2020,Holditch Street,Passer domesticus,2,foraging,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,pilot,1,9/23/2020,Humber ravine,Passer domesticus,3,foraging,EO,https://doi.org/10.6084/m9.figshare.13031042.v1
2020,balcony birdwatching,full,1,10/13/2020,Holditch Street,Passer domesticus,3,foraging,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/21/2020,Humber Ravine,Passer domesticus,4,foraging,EO,https://doi.org/10.6084/m9.figshare.13125719.v2
2020,balcony birdwatching,full,1,10/8/2020,Fred Young Park,Passer domesticus,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/8/2020,Fred Young Park,Passer domesticus,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/19/2020,Fred Young Park,Passer domesticus,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/20/2020,Fred Young Park,Passer domesticus,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/20/2020,Fred Young Park,Passer domesticus,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/20/2020,Fred Young Park,Passer domesticus,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/9/2020,Holditch Street,Passer domesticus,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/12/2020,Holditch Street,Passer domesticus,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/20/2020,Fred Young Park,Passer domesticus,2,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/9/2020,Holditch Street,Passer domesticus,2,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/12/2020,Holditch Street,Passer domesticus,2,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/19/2020,Fred Young Park,Passer domesticus,4,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/19/2020,Fred Young Park,Passer domesticus,6,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/8/2020,Fred Young Park,Passer domesticus,7,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/19/2020,Fred Young Park,Passer domesticus,7,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/9/2020,Vaughan,Phalacrocorax auritus,1,inactive,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/9/2020,Vaughan,Phalacrocorax auritus,10,inactive,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,pilot,1,9/23/2020,Bathurst State Park,Pheucticus ludovicianus,3,intraspecific interaction,SR,https://doi.org/10.6084/m9.figshare.13030895.v1
2020,balcony birdwatching,full,1,10/19/2020,Fred Young Park,Poecile atricapillus,1,flying,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,pilot,1,9/19/2020,Holditch St Bracebridge,Poecile atricapillus,1,flying,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,full,1,10/9/2020,Holditch Street,Poecile atricapillus,1,flying,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/12/2020,Holditch Street,Poecile atricapillus,1,flying,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/18/2020,Fred Young Park,Poecile atricapillus,2,flying,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/19/2020,Fred Young Park,Poecile atricapillus,2,flying,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/9/2020,Holditch Street,Poecile atricapillus,2,flying,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/14/2020,Holditch Street,Poecile atricapillus,2,flying,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,pilot,1,9/19/2020,Holditch St Bracebridge,Poecile atricapillus,1,foraging,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,1,9/19/2020,Holditch St Bracebridge,Poecile atricapillus,1,foraging,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,1,9/19/2020,Holditch St Bracebridge,Poecile atricapillus,1,foraging,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,1,9/19/2020,Holditch St Bracebridge,Poecile atricapillus,1,foraging,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,1,9/19/2020,Holditch St Bracebridge,Poecile atricapillus,1,foraging,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,1,9/19/2020,Holditch St Bracebridge,Poecile atricapillus,1,foraging,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,1,9/19/2020,Holditch St Bracebridge,Poecile atricapillus,1,foraging,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,1,9/19/2020,Holditch St Bracebridge,Poecile atricapillus,1,foraging,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,1,9/22/2020,East Don Parkland,Poecile atricapillus,1,perching,JY,https://doi.org/10.6084/m9.figshare.13030241.v4
2020,balcony birdwatching,full,1,10/8/2020,Fred Young Park,Poecile atricapillus,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/18/2020,Fred Young Park,Poecile atricapillus,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/20/2020,Fred Young Park,Poecile atricapillus,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/20/2020,Fred Young Park,Poecile atricapillus,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,pilot,1,9/19/2020,Holditch St Bracebridge,Poecile atricapillus,1,perching,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,1,9/19/2020,Holditch St Bracebridge,Poecile atricapillus,1,perching,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,full,1,10/12/2020,Holditch Street,Poecile atricapillus,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/13/2020,Holditch Street,Poecile atricapillus,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/14/2020,Holditch Street,Poecile atricapillus,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/14/2020,Holditch Street,Poecile atricapillus,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/14/2020,Holditch Street,Poecile atricapillus,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/18/2020,Fred Young Park,Poecile atricapillus,2,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/18/2020,Fred Young Park,Poecile atricapillus,2,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/19/2020,Fred Young Park,Poecile atricapillus,2,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/20/2020,Fred Young Park,Poecile atricapillus,2,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/20/2020,Fred Young Park,Poecile atricapillus,2,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/20/2020,Fred Young Park,Poecile atricapillus,2,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/12/2020,Holditch Street,Poecile atricapillus,2,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/13/2020,Holditch Street,Poecile atricapillus,2,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/14/2020,Holditch Street,Poecile atricapillus,2,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/18/2020,Fred Young Park,Poecile atricapillus,3,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/20/2020,Fred Young Park,Poecile atricapillus,3,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/13/2020,Holditch Street,Poecile atricapillus,3,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/9/2020,Holditch Street,Poecile atricapillus,7,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,pilot,1,9/23/2020,Barrie,Poecile atricapillus,19,perching,AE,https://doi.org/10.6084/m9.figshare.13028252.v3
2020,balcony birdwatching,pilot,1,9/19/2020,Holditch St Bracebridge,Poecile atricapillus,1,swimming,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,full,1,10/12/2020,Holditch Street,Quiscalus quiscula,1,flying,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/13/2020,Holditch Street,Quiscalus quiscula,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/13/2020,Holditch Street,Quiscalus quiscula,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/14/2020,Holditch Street,Quiscalus quiscula,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/13/2020,Holditch Street,Spinus tristis,2,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,pilot,1,9/23/2020,Bathurst State Park,Tachycineta bicolor,5,flying,SR,https://doi.org/10.6084/m9.figshare.13030895.v1
2020,balcony birdwatching,full,1,10/8/2020,Fred Young Park,Turdus migratorius,1,flying,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,pilot,1,9/19/2020,Holditch St Bracebridge,Turdus migratorius,1,flying,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,full,1,10/18/2020,Fred Young Park,Turdus migratorius,2,flying,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/13/2020,Holditch Street,Turdus migratorius,2,flying,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/8/2020,Fred Young Park,Turdus migratorius,1,foraging,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,pilot,1,9/19/2020,Holditch St Bracebridge,Turdus migratorius,1,foraging,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,1,9/19/2020,Holditch St Bracebridge,Turdus migratorius,1,foraging,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,full,1,10/12/2020,Holditch Street,Turdus migratorius,1,foraging,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/12/2020,Holditch Street,Turdus migratorius,1,foraging,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/13/2020,Holditch Street,Turdus migratorius,1,foraging,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/14/2020,Holditch Street,Turdus migratorius,1,foraging,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/8/2020,Fred Young Park,Turdus migratorius,2,foraging,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/12/2020,Holditch Street,Turdus migratorius,2,foraging,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/8/2020,Fred Young Park,Turdus migratorius,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/8/2020,Fred Young Park,Turdus migratorius,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/18/2020,Fred Young Park,Turdus migratorius,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/19/2020,Fred Young Park,Turdus migratorius,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/20/2020,Fred Young Park,Turdus migratorius,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/20/2020,Fred Young Park,Turdus migratorius,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/12/2020,Holditch Street,Turdus migratorius,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/12/2020,Holditch Street,Turdus migratorius,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/13/2020,Holditch Street,Turdus migratorius,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/14/2020,Holditch Street,Turdus migratorius,1,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,1,10/19/2020,Fred Young Park,Turdus migratorius,2,perching,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,pilot,1,9/19/2020,Holditch St Bracebridge,Zenaida macroura,1,flying,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,1,9/19/2020,Holditch St Bracebridge,Zenaida macroura,1,flying,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,1,9/19/2020,Holditch St Bracebridge,Zenaida macroura,1,flying,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,1,9/19/2020,Holditch St Bracebridge,Zenaida macroura,7,flying,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,1,9/19/2020,Holditch St Bracebridge,Zenaida macroura,2,foraging,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,full,1,10/13/2020,Holditch Street,Zenaida macroura,2,foraging,RD,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,2,10/21/2020,Humber Ravine,Anas platyrhynchos,1,flying,EO,https://doi.org/10.6084/m9.figshare.13125719.v2
2020,balcony birdwatching,full,2,10/10/2020,Vaughan,Anas platyrhynchos,2,flying,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,2,10/10/2020,Vaughan,Anas platyrhynchos,5,flying,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,2,10/10/2020,Vaughan,Anas platyrhynchos,5,flying,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,2,10/10/2020,Vaughan,Anas platyrhynchos,8,flying,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,2,10/10/2020,Vaughan,Anas platyrhynchos,2,inactive,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
