year,experiment,source,rep,date,location,species,frequency,behaviour,inititals,citation_DOI
2020,balcony birdwatching,full,54,10/13/2020,Tierra Pond,Hirundo rustica,3,perching,EW,https://figshare.com/s/b51056871ca557be04bc
2020,balcony birdwatching,full,54,10/13/2020,Boyd Conservation Park,Turdus migratorius,1,foraging,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,55,10/13/2020,Boyd Conservation Park,Picoides pubescens,1,foraging,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,55,10/13/2020,Tierra Pond,Quiscalus quiscula,3,perching,EW,https://figshare.com/s/b51056871ca557be04bc
2020,balcony birdwatching,full,56,10/13/2020,Boyd Conservation Park,Cardinalis cardinalis,1,perching,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,56,10/13/2020,Tierra Pond,Poecile atricapillus,6,perching,EW,https://figshare.com/s/b51056871ca557be04bc
2020,balcony birdwatching,full,57,10/13/2020,Boyd Conservation Park,Melospiza melodia,10,flying,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,57,10/13/2020,Retreat Pond,Turdus migratorius,1,vocalizing,EW,https://figshare.com/s/b51056871ca557be04bc
2020,balcony birdwatching,full,58,10/13/2020,Retreat Pond,Branta canadensis,112,swimming,EW,https://figshare.com/s/b51056871ca557be04bc
2020,balcony birdwatching,full,58,10/13/2020,Boyd Conservation Park,Larus delawarensis,9,inactive,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,59,10/13/2020,Boyd Conservation Park,Branta canadensis,6,inactive,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,59,10/13/2020,Retreat Pond,Quiscalus quiscula,9,flying,EW,https://figshare.com/s/b51056871ca557be04bc
2020,balcony birdwatching,full,60,10/13/2020,Boyd Conservation Park,Anas platyrhynchos,7,swimming,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,60,10/13/2020,Retreat Pond,Corvus brachyrhynchos,1,flying,EW,https://figshare.com/s/b51056871ca557be04bc
2020,balcony birdwatching,full,61,10/13/2020,Boyd Conservation Park,Poecile atricapillus,1,perching,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,61,10/13/2020,Retreat Pond,Sitta spp,1,perching,EW,https://figshare.com/s/b51056871ca557be04bc
2020,balcony birdwatching,full,62,10/13/2020,Boyd Conservation Park,Agelaius phoeniceus,3,flying,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,62,10/13/2020,Retreat Pond,Hirundo rustica,3,perching,EW,https://figshare.com/s/b51056871ca557be04bc
2020,balcony birdwatching,full,63,10/13/2020,Boyd Conservation Park,Agelaius phoeniceus,3,perching,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,63,10/13/2020,Retreat Pond,Laurus argentatus,1,flying,EW,https://figshare.com/s/b51056871ca557be04bc
2020,balcony birdwatching,full,64,10/13/2020,Retreat Pond,Poecile atricapillus,1,perching,EW,https://figshare.com/s/b51056871ca557be04bc
2020,balcony birdwatching,full,64,10/13/2020,Boyd Conservation Park,Turdus migratorius,1,foraging,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,65,10/13/2020,Boyd Conservation Park,Melospiza melodia,20,flying,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,66,10/13/2020,Boyd Conservation Park,Euphagus cyanocephalus,1,perching,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,67,10/14/2020,North Maple Park,Anas platyrhynchos,15,swimming,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,68,10/14/2020,North Maple Park,Branta canadensis,50,swimming,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,69,10/14/2020,North Maple Park,Poecile atricapillus,5,perching,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,70,10/14/2020,North Maple Park,Larus delawarensis,8,swimming,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,71,10/14/2020,North Maple Park,Larus delawarensis,2,flying,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,72,10/14/2020,North Maple Park,Agelaius phoeniceus,11,flying,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,73,10/14/2020,North Maple Park,Agelaius phoeniceus,4,perching,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,74,10/14/2020,North Maple Park,Corvus corax,2,perching,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,75,10/14/2020,North Maple Park,Melospiza melodia,20,flying,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,76,10/14/2020,North Maple Park,Euphagus cyanocephalus,3,perching,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,77,10/14/2020,North Maple Park,Buteo jamaicensis,1,perching,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,78,10/14/2020,North Maple Park,Anas platyrhynchos,24,swimming,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,79,10/14/2020,North Maple Park,Branta canadensis,70,swimming,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,80,10/14/2020,North Maple Park,Poecile atricapillus,2,perching,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,81,10/14/2020,North Maple Park,Larus delawarensis,7,swimming,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,82,10/14/2020,North Maple Park,Larus delawarensis,3,flying,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,83,10/14/2020,North Maple Park,Agelaius phoeniceus,10,flying,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,84,10/14/2020,North Maple Park,Agelaius phoeniceus,3,perching,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,85,10/14/2020,North Maple Park,Corvus corax,2,foraging,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,86,10/14/2020,North Maple Park,Melospiza melodia,10,flying,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,87,10/14/2020,North Maple Park,Spinus tristis,2,perching,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,88,10/16/2020,Mackenzie Glen Park,Anas platyrhynchos,31,swimming,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,89,10/16/2020,Mackenzie Glen Park,Branta canadensis,16,swimming,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,90,10/16/2020,Mackenzie Glen Park,Branta canadensis,30,inactive,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,91,10/16/2020,Mackenzie Glen Park,Larus delawarensis,20,flying,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,92,10/16/2020,Mackenzie Glen Park,Larus delawarensis,30,inactive,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,93,10/16/2020,Mackenzie Glen Park,Poecile atricapillus,4,perching,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,94,10/16/2020,Mackenzie Glen Park,Turdus migratorius,1,foraging,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,95,10/16/2020,Mackenzie Glen Park,Ardea herodias,1,swimming,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,96,10/16/2020,Mackenzie Glen Park,Anas platyrhynchos,12,inactive,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,97,10/16/2020,Mackenzie Glen Park,Anas platyrhynchos,26,swimming,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,98,10/16/2020,Mackenzie Glen Park,Branta canadensis,7,swimming,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,99,10/16/2020,Mackenzie Glen Park,Branta canadensis,20,foraging,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,100,10/16/2020,Mackenzie Glen Park,Larus delawarensis,13,inactive,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,101,10/16/2020,Mackenzie Glen Park,Larus delawarensis,30,flying,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,102,10/16/2020,Mackenzie Glen Park,Ardea herodias,1,swimming,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,103,10/16/2020,Mackenzie Glen Park,Spinus tristis,1,perching,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,104,10/17/2020,Vaughan Mills Parking Lot,Larus delawarensis,2,foraging,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,105,10/17/2020,Vaughan Mills Parking Lot,Larus delawarensis,4,flying,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,106,10/17/2020,Vaughan Mills Parking Lot,Larus delawarensis,5,foraging,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,107,10/17/2020,Vaughan Mills Parking Lot,Larus delawarensis,1,perching,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,108,10/18/2020,Maple Community Park,Branta canadensis,20,foraging,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,109,10/18/2020,Maple Community Park,Larus delawarensis,10,inactive,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,110,10/18/2020,Maple Community Park,Larus delawarensis,6,inactive,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,111,10/18/2020,Maple Community Park,Turdus migratorius,1,perching,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,112,10/20/2020,Boyd Conservation Park,Anas platyrhynchos,5,swimming,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,113,10/20/2020,Boyd Conservation Park,Branta canadensis,30,inactive,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,114,10/20/2020,Boyd Conservation Park,Larus delawarensis,30,inactive,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,115,10/20/2020,Boyd Conservation Park,Larus delawarensis,5,flying,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,116,10/20/2020,Boyd Conservation Park,Poecile atricapillus,2,perching,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,117,10/20/2020,Boyd Conservation Park,Agelaius phoeniceus,6,perching,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,118,10/20/2020,Boyd Conservation Park,Melospiza melodia,20,flying,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,119,10/20/2020,Boyd Conservation Park,Melospiza melodia,3,perching,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,120,10/20/2020,Boyd Conservation Park,Cyanocitta cristata,1,perching,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,121,10/20/2020,Boyd Conservation Park,Corvus corax,2,perching,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,122,10/20/2020,Boyd Conservation Park,Anas platyrhynchos,7,swimming,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,123,10/20/2020,Boyd Conservation Park,Branta canadensis,10,foraging,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,124,10/20/2020,Boyd Conservation Park,Larus delawarensis,3,foraging,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,125,10/20/2020,Boyd Conservation Park,Melospiza melodia,15,flying,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,126,10/20/2020,Boyd Conservation Park,Melospiza melodia,2,perching,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,127,10/20/2020,Boyd Conservation Park,Agelaius phoeniceus,1,foraging,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,128,10/20/2020,Boyd Conservation Park,Agelaius phoeniceus,4,perching,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,129,10/20/2020,Boyd Conservation Park,Spinus tristis,2,perching,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,130,10/14/2020,Bathurst State Park,none,3,none,SR,https://doi.org/10.6084/m9.figshare.13126349.v1
2020,balcony birdwatching,full,131,10/14/2020,Coonnie Cres,none,5,none,SR,https://doi.org/10.6084/m9.figshare.13126349.v1
2020,balcony birdwatching,pilot,132,9/18/2020,Bathurst State Park,Tachycineta bicolor,1,perching,SR,https://doi.org/10.6084/m9.figshare.13030895.v1
2020,balcony birdwatching,pilot,133,9/23/2020,Bathurst State Park,Poecile atricapillus,3,intraspecific interaction,SR,https://doi.org/10.6084/m9.figshare.13030895.v1
2020,balcony birdwatching,pilot,134,9/18/2020,Bathurst State Park,Passer domesticus,5,foraging,SR,https://doi.org/10.6084/m9.figshare.13030895.v1
